"name";"reviewNum";"searchKey";"givenKey";"address";"latitude";"longitude";"id"
"Tsing Yi Park Gate No. 2";3;"park";"Park";"Tsing Yi";22.355188;114.104188;7058
"Morrison Hill Road Playground";30;"park";"Park";"Oi Kwan Rd, Morrison Hill";22.275438;114.179688;7060
"Aviary, Kowloon Park";99;"park";"Bird Watching Area";"Canton Rd, Tsim Sha Tsui";22.300438;114.169937;7061
"荔枝角公園社區園圃";2;"park";"Park";"Lai Chi Kok";22.335188;114.136187;7062
"新填地街休憩公園";0;"park";"Park";"號, 300 Reclamation St, Mong Kok";22.314687;114.168688;7063
"Bowen Road Park";60;"park";"State park";"Mid-level";22.270188;114.171563;7064
"Lin Fa Kung Garden";8;"park";"Park";"Lin Fa Kung St E, Tai Hang";22.279687;114.193312;7065
"Fighting SARS Memorial Architectural Scene";2;"park";"Memorial park";"19 Cotton Tree Dr, Central";22.276687;114.161063;7067
"Mong Kok Road Playground";82;"park";"Park";"Shanghai St, Mong Kok";22.321063;114.167313;7068
"Kowloon Park Entrance";0;"park";"Park";"175-181 Nathan Rd, Tsim Sha Tsui";22.302313;114.171687;7069
"South Horizons Phase II Park";2;"park";"Park";"South Horizons Phase 3 Block 17 Mei Fai Court, 17 South Horizon Drive, Ap Lei Chau";22.242938;114.146938;7071
"West Kowloon Art Park";8;"park";"Park";"West Kowloon Cultural District, Tsim Sha Tsui";22.299938;114.154688;7074
"Ma Wan Park Liberal Learning Centre";202;"park";"Park";"Ma Wan, 馬灣";22.349687;114.058187;7076
"Signal Hill Garden";194;"park";"Park";"Minden Row, Tsim Sha Tsui";22.296062;114.174438;7077
"Nam Cheong Street Sitting-out Area";5;"park";"Park";"110 Nam Cheong St, Sham Shui Po";22.328687;114.162813;7078
"Ap Lei Chau Wind Tower Park";231;"park";"Park";"328, Ap Lei Chau Bridge Rd, Ap Lei Chau";22.244563;114.153062;7079
"West Kowloon Nursery Park";212;"park";"Park";"West Kowloon Cultural District, West Kowloon";22.302188;114.155688;7080
"Sha Tin Park";651;"park";"Park";"1 Yuen Wo Rd, Sha Tin";22.379563;114.190188;7081
"Edward Youde Aviary";153;"park";"Bird Watching Area";"7 Kennedy Rd, Central";22.276438;114.160438;7082
"Hung Ling Street Sitting-out Area";24;"park";"Park";"Hung Ling St, Hung Hom Bay";22.305687;114.183813;7083
"Hoi Sham Park Loading Dock";1;"park";"Park";"858V+33 Hong Kong";22.315188;114.192687;7084
"中葵涌公園大連排道入口";0;"park";"Park";"Kwai Fong, Tai Lin Pai Rd, 200號號";22.356937;114.131312;7085
"Sham Shui Po Park Stage II";48;"park";"Park";"Sham Shui Po";22.332313;114.157438;7086
"Choi Wing Road Park";95;"park";"Park";"58 Choi Wing Rd, Ping Shan";22.327187;114.219062;7088
"Portland Street / Man Ming Lane Sitting-Out Area";230;"park";"Park";"Yau Ma Tei";22.311938;114.170063;7090
"Monmouth Park";0;"park";"Park";"Wan Chai";22.276313;114.167437;7091
"Ocean Park The Summit";658;"park";"Amusement Park Ride";"Wong Chuk Hang";22.231937;114.171938;7092
"Tsuen Wan Park ( plaza )";5;"park";"Park";"Tsuen Wan";22.366313;114.111562;7094
"Wong Nai Chung Reservoir Park";354;"park";"Park";"Tai Tam";22.256813;114.194562;7095
"Kwai Chung San Kui Park";94;"park";"Park";"Tai Wo Hau Rd, Kwai Chung";22.367688;114.130438;7096
"North Point Vehicular Ferry Pier Playground";81;"park";"Park";"King's Rd, Tsat Tsz Mui";22.293438;114.204062;7097
"Butterfly Valley Pet's Park";0;"park";"Park";"8-24 King Lam St, Butterfly Valley";22.338437;114.144938;7098
"Staunton Creek Pet Garden";6;"park";"Dog park";"Chung Mei";22.246937;114.161188;7099
"Tung Chau Street Park";2;"park";"Park";"Sham Shui Po, 通州街";22.325938;114.160438;7100
"Hong Kong West Kowloon Station Park";1;"park";"Park";"West Kowloon";22.309688;114.163812;7101
"Ngau Tau Kok Park";2;"park";"Park";"No. 12 Hill, Fuk To St, Road 11 and";22.332562;114.207813;7102
"文昌街公園";1;"park";"Park";"Ferry Point";22.308813;114.165813;7103
"賈炳達道公園 - 閘口1";0;"park";"Park";"Tung Tsing Rd, Kowloon City";22.332063;114.191562;7104
"Liu To Road Garden";15;"park";"Park";"Liu To Rd, Tsing Yi";22.352438;114.098188;7105
"Model Boat Pool at Wan Chai Park";0;"park";"Park";"Wan Chai";22.275688;114.176063;7106
"Junction Road Park";142;"park";"Park";"195 Junction Rd, Kowloon Tsai";22.338938;114.183938;7107
"Sai Wan Ho Harbour Park";166;"park";"Park";"Aldrich Bay";22.287313;114.223188;7108
"Tin Hau Temple Garden";81;"park";"Park";"Ming Tak Mansion, 10號 Tin Hau Temple Rd, Causeway Bay";22.282063;114.192563;7109
"WiFi Hotspot, Aberdeen Promenade";1;"park";"Park";"Aberdeen Prayer Road, Aberdeen, Hong Kong, Aberdeen";22.247562;114.153938;7111
"Yuen Long Park";893;"park";"Park";"1 Town Park Rd N, Yuen Long";22.441812;114.018813;7113
"Fortress Hill Playground";1;"park";"City park";"19 Fortress Hill Rd, Fortress Hill";22.288938;114.195438;7114
"Shing Mun Valley Park";459;"park";"Park";"21 Tai Po Rd (tai Wai) To Shing Mun Tunnel Rd, Hang Hau";22.374563;114.125063;7115
"圓州角公園";2;"park";"Park";"Sha Tin, Ngan Shing St, 29號號";22.379938;114.204313;7116
"Ngau Chi Wan Park";68;"park";"Park";"71 Fung Shing St, Ngau Chi Wan";22.338063;114.213563;7117
"牛頭角下邨公園";1;"park";"Park";"249 Kwun Tong Rd, Ngau Tau Kok";22.320188;114.215063;7118
"Hong Ning Road Park Phase 2";3;"park";"Park";"Hip Wo Street";22.320313;114.226563;7119
"寵物公園";5;"park";"Park";"Cheung Sha Wan";22.333563;114.150562;7120
"竉物公園";0;"park";"Dog park";"Wong Chuk Hang";22.246688;114.160812;7121
"Sai Tso Wan Recreation Garden";11;"park";"Park";"Sai Tso Wan";22.307313;114.231187;7122
"Lion Park";0;"park";"Park";"Sha Tin Pass";22.355063;114.199438;7123
"Lam Tin Park";316;"park";"Park";"Lin Tak Rd, Lam Tin";22.310688;114.240563;7124
"Sau Mau Ping South Estate Park";2;"park";"Park";"Hiu Kwong St, Sau Mau Ping";22.315938;114.234938;7125
"Central Park";97;"park";"Park";"Discovery Bay";22.304813;114.013438;7126
"城大校內公園";0;"park";"City park";"83 Tat Chee Ave, Kowloon Tong";22.338813;114.171563;7127
"Morse Park No. 2";22;"park";"Park";"Chuk Un";22.337188;114.192812;7128
"Tolo Harbour Park";82;"park";"Park";"4101 Tai Po Road (Tai Po Kau), Tai Po Kau";22.443188;114.180438;7129
"Park";2;"park";"Park";"5 Tsui King St, Chai Wan";22.261688;114.237187;7130
"Tai Chi Garden";20;"garden";"Tourist Attraction";"19 Cotton Tree Dr, Central";22.276687;114.161063;7145
"Hong Kong Garden";288;"garden";"Condominium complex";"Hong Kong Garden Block 1, Castle Peak Road (Tsing Lung Tau), Tsing Lung Tau";22.362063;114.042437;7158
"Garden of Life, Kowloon Park";1;"garden";"Memorial park";"Tsim Sha Tsui";22.298813;114.169563;7165
"Public Square Street / Kansu Street Rest Garden";1;"garden";"Garden";"Public Square St, Yau Ma Tei";22.309563;114.168062;7168
"Tai Kok Tsui Road / Maple Street Garden";3;"garden";"Park";"159-167 Tai Kok Tsui Rd, Tai Kok Tsui";22.323188;114.162313;7186
"Ha Fa Shan Garden";5;"garden";"Garden";"Tsuen Wan";22.382312;114.104188;7206
"??Clover Garden 秘密花園????";8;"garden";"Gift shop";"26 Lyndhurst Terrace, Central";22.282438;114.154312;7208
"Elegant Garden";18;"garden";"Housing";"409 Queen's Rd W, Sai Wan";22.286563;114.138313;7209
"寵物公園 Pet Garden";1;"garden";"Dog park";"88-, 90 Hing Shing Rd, Kwai Chung";22.358813;114.124063;7211
"Tsing King Road Garden";10;"garden";"Garden";"Tsing Yi";22.353312;114.107563;7212
"Hing Fong Road Garden";23;"garden";"Park";"Kwai Chung";22.361562;114.130563;7214
"Tai Loong Street Rest Garden";14;"garden";"Park";"Tai Loong St, Kwai Chung";22.365937;114.138562;7221
"Fu Uk Garden";16;"garden";"Garden";"Kwai Chung, 傅屋路";22.372813;114.131063;7223
"Sam Tung Uk Garden";29;"garden";"Park";"2 Kwu Uk Ln, Tsuen Wan";22.371688;114.120438;7244
"Shing Fong Street Rest Garden";54;"garden";"Park";"Shun Fong St, Kwai Chung";22.360062;114.127312;7247
"Spring Garden Florist";2;"garden";"Florist";"Wan Chai, Cross St, 2號HK 香港島 號地下e鋪";22.275938;114.172938;7255
"Wai Tsuen Road Garden";5;"garden";"Park";"Tsuen Wan";22.373312;114.122312;7258
"Scenic Garden";4;"garden";"Housing";"9 Kotewall Rd, Mid-level";22.282063;114.143313;7259
"Tsuen King Circuit Recreation Ground and Rest Garden";15;"garden";"Park";"Tsuen King Circuit, Tsuen Wan";22.379063;114.105813;7264
"Kwai Hing Rest Garden";1;"garden";"Garden";"號, 102 Kwai Hing Rd, Kwai Chung";22.363687;114.131563;7265
"Shek Pui Street Garden";0;"garden";"Garden";"Shek Lei, Shek Pui St, 2號Kwai Chung";22.364562;114.136688;7267
"Maritime Square Roof Garden";11;"garden";"Garden";"Nga Ying Chau, Tsing King Rd, 33號青衣青敬路二期 228 號鋪青衣城";22.360188;114.107063;7269
"Sheung Kok Street Garden";2;"garden";"Garden";"Kwai Chung";22.368438;114.129438;7272
"Yau Ma Hom Garden";0;"garden";"Garden";"Yau Ma Hom Rd, Kwai Chung";22.371563;114.133063;7274
"Yick Fung Garden Car Park";3;"garden";"Parking";"20 Praya, Kennedy Town, Sai Wan";22.285813;114.132188;7279
"Sheung Kwai Chung Garden";3;"garden";"Garden";"Tsuen Wan";22.376312;114.135188;7281
"Hongway Garden";3;"garden";"Housing";"Sheung Wan, 新街市街8號";22.287187;114.149813;7287
"Tai Ha Street Garden";3;"garden";"Park";"Kwai Chung";22.370063;114.123938;7290
"Tsuen Wan Tin Hau Temple Garden";4;"garden";"Park";"Wai Tsuen Rd, Tsuen Wan";22.373188;114.121812;7295
"Chai Wan Kok Rest Garden";11;"garden";"Park";"Chai Wan Kok";22.371563;114.109063;7297
"7-Eleven - Belvedere Garden Phase 1";17;"garden";"Grocery store";"Tsuen Wan";22.372938;114.102562;7298
"Lei Uk Tsuen Garden No. 2";0;"garden";"Park";"Tai Wai";22.374062;114.183438;7303
"Dessert Garden";17;"garden";"Dessert shop";"Tsing Yi, 翠怡花園商場G32號舖";22.353312;114.109313;7304
"J’s Garden 菁雲";0;"garden";"Organic food store";"Shop F6 1/F. Luk Yeung Galleria, Tsuen Wan";22.373063;114.119063;7307
"Panny Garden";0;"garden";"Children's Clothing Store";"Kwai Chung, Kwai Cheong Rd, 58號, Wing Cheong Industrial Building, B3";22.362937;114.132438;7308
"Yi Shing Square Rest Garden";3;"garden";"Park";"Yi Shing Square, Sha Tin Wai";22.380187;114.195812;7309
"Sheung Wo Che Garden";0;"garden";"Park";"Sha Tin";22.385813;114.189687;7310
"Tai Peng Community Garden";3;"garden";"Community Garden";"Lamma Island";22.228688;114.116937;7313
"Zither Garden";95;"garden";"Chinese restaurant";"Wan Chai, Queen's Rd E, 202號19 樓 QRE Plaza";22.274938;114.172187;7314
"Scented Garden";1;"garden";"Garden";"New Territories, Dai Fat St, Tai Po";22.452063;114.178937;7323
"Dynasty Garden";52;"garden";"Restaurant";"Level 1, Goldin Financial Global Centre, 17 Kai Cheung Road, Kowloon Bay, Hong Kong, Kowloon Bay";22.325687;114.206938;7325
"Sceneway Garden";200;"garden";"Housing complex";"1, 17 Sceneway Rd, Lam Tin";22.307813;114.233562;7326
"Hunghom Gardens";4;"garden";"Housing";"3 Tsing Chau St, Hok Yuen";22.309688;114.186687;7334
"Worldwide Gardens";45;"garden";"Housing";"15 Lung Pak St, Tai Wai";22.364188;114.179188;7335
"Maw Garden";0;"garden";"Health food store";"room c 3/f, Wing Hong Factory Building, Kwai Fung Cres, Kwai Chung";22.355562;114.124688;7336
"Wally's Garden";1;"garden";"Store";"號, 90 Kwai Cheong Rd, Kwai Chung";22.361438;114.131937;7339
"Allway Gardens";182;"garden";"Housing";"Allway Gardens Block E, Tsuen King Circuit, Tsuen Wan";22.378313;114.103563;7340
"Village Gardens";0;"garden";"Bus Station";"Yau Yat Chuen";22.333563;114.175438;7341
"Sichuan Garden Restaurant";126;"garden";"Sichuan restaurant";"801c, L8, New Town Plaza Phase 1, 18 Sha Tin Centre Street, Sha Tin, New Territories, Sha Tin";22.381813;114.187688;7342
"Garden";25;"garden";"Food manufacturer";"Sham Tseng, 深慈街2-6號";22.366313;114.062937;7343
"Bo Fung Gardens";11;"garden";"Housing";"1090-1094 King's Rd, Kornhill";22.284438;114.214313;7344
"Tsing Yi Garden";3;"garden";"Bus Station";"Tsing Yi";22.353188;114.105313;7347
"Rambler Garden Hotel";535;"garden";"1 Tsing Yi Rd, Tsing Yi";"84V6+F8 Hong Kong";22.343687;114.110813;7348
"Jade Field Garden";32;"garden";"Housing";"15 Ngau Tau Kok Rd, Ngau Tau Kok";22.326313;114.214813;7349
"古琴雅苑 Zither Garden";7;"garden";"Mandarin restaurant";"Tsim Sha Tsui, 北京道12A號太子集團中心15樓";22.296438;114.171313;7350
"Clague Garden Estate";8;"garden";"Lodging";"28 Hoi Shing Rd, Tsuen Wan";22.370313;114.110312;7351
"Carado Garden";105;"garden";"Condominium complex";"Tai Wai, 田心街20～30號";22.368937;114.177438;7352
"Fantasy Gardens";23;"garden";"Amusement Park Ride";"Hong Kong Disneyland Resort";22.312688;114.040188;7353
"Citibank Hong Kong Whampoa Garden Branch";5;"garden";"Bank";"Whampoa Garden Shop 9, G/F, Juniper Mansion, Site 1, Kowloon Tong";22.304688;114.187812;7354
"Belvedere Garden Phase 3";0;"garden";"Bus Station";"Tsuen Wan";22.371688;114.100938;7355
"Rhythm Garden Lutheran Centre for the Elderly";0;"garden";"Adult day care center";"San Po Kong, 九龍新蒲崗采頤花園十二座地下";22.336438;114.202688;7356
"Belvedere Garden Phase2";10;"garden";"Bus Station";"Tsuen Wan";22.370938;114.099938;7357
"Riviera Gardens Tower 3 Hoi San Mansion";2;"garden";"Point of interest";"1-7 Yi Hong Street, Tsuen Wan";22.362813;114.113437;7358
"Fullview Garden";168;"garden";"Housing complex";"18 Siu Sai Wan Rd, Siu Sai Wan";22.262562;114.252063;7359
"Golden Lion Garden Phase 2";68;"garden";"Housing";"1-3 Kak Tin St, Sha Tin";22.367813;114.181188;7360
"Worldwide Gardens Cypress Court";1;"garden";"Point of interest";"Worldwide Gardens, 龍柏街15號";22.364188;114.179188;7361
"Dragon Garden";4;"garden";"Housing";"Tsing Lung Tau, Castle Peak Rd (Sham Tseng), 42號no 32";22.363313;114.051813;7362
"Jubilee Garden";50;"garden";"Residential Area";"2-18 Lok King St, Fo Tan";22.396437;114.199688;7363
"Garden Rivera";173;"garden";"Housing";"20 Tai Chung Kiu Rd, Sha Tin";22.381188;114.195187;7364
"Garden House";5;"garden";"Kindergarten";"7 Silverstrand Beach Rd, Clear Water Bay";22.324063;114.271063;7365
"Royal Princess Garden";4;"garden";"Playground";"Hong Kong Disneyland Resort";22.312188;114.042313;7366
"山頂花園 Hilltop Garden";41;"garden";"Residential Area";"Tai Po";22.429688;114.167188;7368
"Tai Po Garden";40;"garden";"Housing";"1 Mui Shu Hang Rd, Tai Po";22.454313;114.153813;7369
"Hoi Wong Road Garden";10;"garden";"Garden";"Hoi Wong Rd, Tuen Mun";22.385563;113.970313;7370
"Miami Beach Towers Car Park";66;"beach";"Housing complex";"Tuen Mun";22.372188;113.968438;7398
"Golden Beach Restaurant";5;"beach";"Restaurant";"Golden Beach Path, Hong Kong Gold Coast";22.372813;113.988188;7401
"Butterfly Beach VOLLEYBALL COURT, Tuen Muen";1;"beach";"Gym";"Butterfly Beach";22.374062;113.956437;7404
"Bayview Terrace - Kadoorie Beach";0;"beach";"Bus Station";"Tuen Mun";22.377812;113.983062;7415
"Castle Peak Beach; Castle Peak Road";1;"beach";"Bus Station";"Tuen Mun";22.378938;113.980813;7417
"The China Beach Club";52;"beach";"Mediterranean restaurant";"18 Tung Wan Tau Rd, Lantau Island";22.272063;114.000688;7420
"Butterfly Beach Food Kiosk";5;"beach";"Grocery store";"Tuen Mun, Wu Chui Rd, 2號號 Melody Garden Block 1";22.373938;113.959063;7421
"Tung Chung Sha Lo Wan Beach Public Toilet";2;"beach";"Public Wheelchair-Accessible Bathroom";"Lantau Island, 大嶼山";22.289188;113.901688;7422
"Ma Wan Tung Wan Beach";478;"beach";"Recreation";"Ma Wan Rd, Ma Wan";22.350312;114.061563;7425
"Butterfly Beach Park Toilet";7;"beach";"Public Bathroom";"Lung Mun Rd, Butterfly Beach";22.373312;113.955688;7426
"Seaview Garden - Kadoorie Beach";0;"beach";"Bus Station";"Tuen Mun";22.377812;113.983813;7428
"WiFi Hotspot, The Jockey Club Tuen Mun Butterfly Beach Sports Centre";0;"beach";"Point of interest";"G/F, 1/F, 11 Wu Shan Road, Tuen Mun, New Territories, Tuen Mun";22.378687;113.964688;7442
"Middle Bay Beach";82;"beach";"Recreation";"S Bay Rd";22.229688;114.198062;7449
"Beach View Garden";0;"beach";"Housing";"19 Cheung Fu St, Lantau Island";22.237063;113.948938;7463
"Wu King Road Garden";20;"beach";"Park";"Tuen Mun";22.375313;113.966438;7464
"Beach BBQ King";184;"beach";"Barbecue restaurant";"Sai Kung";22.388563;114.275813;7477
"Beach Club Car Park";8;"beach";"Parking";"Sai Kung";22.389062;114.275938;7478
"Clear Water Bay 2nd Beach";2;"beach";"Bus Station";"Clear Water Bay";22.287062;114.286562;7479
"Big Wave Beach Pier";7;"beach";"Marina";"Big Wave Bay";22.216688;113.999563;7480
"Peng Yu Path";39;"beach";"Park";"Peng Yu Path, Peng Chau";22.290688;114.039562;7481
"Beach Mansions";0;"beach";"Point of interest";"Stanley, 赤柱灘道9A-11B號";22.222688;114.214188;7484
"Whiskey Beach";15;"beach";"Water park";"9833+MH Hong Kong";22.354188;114.303937;7485
"Hotshot";55;"beach";"Western restaurant";"The Pulse, Repulse Bay";22.235438;114.197562;7486
"Leisure & Cultural Services Department Beach Store Room";0;"beach";"Storage facility";"Tai Tam";22.246438;114.221188;7487
"Silverstrand Beach Plaza Car Park";1;"beach";"Parking";"Clear Water Bay";22.320813;114.271813;7491
"Castle Peak Police Station";4;"beach";"Police Station";"12 Wu On St, Butterfly Beach";22.375813;113.966938;7492
"Limewood";122;"beach";"Restaurant";"Limewood Shop 103/104 The Pulse, 28 Beach Rd, Repulse Bay";22.236688;114.197313;7493
"Sony Store, Hong Kong";378;"store";"Electronics store";"16/F East Point Centre (Old Wing, 555 Hennessy Rd, Causeway Bay";22.280437;114.184188;7497
"Health Food Store";2;"store";"Health food store";"Repulse Bay";22.243187;114.197437;7500
"Watson's Wine";1;"store";"Wine store";"Shop 204, Carmel Rd, Stanley";22.219313;114.209688;7504
"Gucci - LG2 Children Store";0;"store";"Boutique";"Shop 214 Children's Store Lee Gardens Two, Causeway Bay, Causeway Bay";22.278937;114.185063;7506
"Victorinox Brand Store";0;"store";"Store";"Shop 9-06B, 9/F, SOGO Department Store, Causeway Bay";22.280313;114.184063;7507
"Watson's Wine 屈臣氏酒窖";1;"store";"Wine store";"Shop B, G/F, 69F Sing Woo Rd, Happy Valley";22.267687;114.186812;7509
"Merrell";0;"store";"Sportswear store";"Shop 732, 1 Matheson St, Causeway Bay";22.278313;114.182688;7512
"G-Star RAW Store";4;"store";"Clothing store";"No. 1, Unit 605-606, 6F, Times Square, Matheson St, Causeway Bay";22.278187;114.182063;7515
"MINISO 名創優品";2;"store";"Home goods store";"Aberdeen, 南寧街11號香港仔中心第4期地下6D號舖";22.248688;114.154312;7516
"GUESS(銅鑼灣崇光香港)";0;"store";"Clothing store";"軒尼詩道555號 崇光香港百貨3樓32A號專櫃, Causeway Bay";22.277563;114.189187;7518
"Gucci - Times Square";5;"store";"Women's Clothing Store";"香港銅鑼灣時代廣場 201-204及301店, Caroline Hill";22.275688;114.187312;7522
"Calvin Klein Jeans - Times Square";5;"store";"Clothing store";"Causeway Bay, Matheson St, 1號617-618";22.278063;114.181812;7527
"Saint Laurent Horizon Plaza Outlet";1;"store";"Clothing store";"Horizon Plaza, Flat 1- & 20, 18/F, 2, 2, Lee Wing St, Ap Lei Chau";22.239063;114.152563;7529
"TUMI";1;"store";"Luggage store";"Lane Crawford, Time Square, 1 Matheson Street, Causeway Bay, Causeway Bay";22.278313;114.181688;7531
"Victoria's Secret";29;"store";"Lingerie store";"1 Matheson St, Causeway Bay";22.278438;114.182313;7532
"Camper";2;"store";"Shoe store";"1 Matheson Street, Times Square Hong Kong, Bowrington";22.278187;114.181688;7533
"Marimekko";5;"store";"Clothing store";"號地下, 42 Leighton Rd, Causeway Bay";22.277563;114.184063;7536
"Hermès";9;"store";"Leather goods store";"33 Hysan Ave, Causeway Bay";22.278438;114.185188;7540
"Saint Laurent Sogo Department Store";84;"store";"Clothing store";"Causeway Bay, Hennessy Rd, 555號HK 香港島, 15";22.280437;114.184312;7545
"Pandora";6;"store";"Jewelry store";"Shop 321, 3/F, 500 Hennessy Road, Causeway Bay";22.279813;114.184063;7548
"Toys ""R"" US";22;"store";"Toy store";"13-23 Nam Ning St, Aberdeen";22.248188;114.153313;7552
"Timberland";4;"store";"Casual clothing store";"728-729, 1 Matheson St, Causeway Bay";22.278187;114.182562;7556
"DKNY";2;"store";"Clothing store";"26-28, 11-19 Great George Street, Causeway Bay";22.280688;114.185437;7559
"Camper Cleveland Street";4;"store";"Shoe store";"1-3 Cleverland Street Shop A, G/F, Causeway Bay";22.281812;114.185688;7563
"Columbia Sportswear - Times Square";0;"store";"Outdoor sports store";"Shop 726, Times Square, Causeway Bay";22.278187;114.182313;7565
"Calvin Klein Underwear - Sogo - Women";0;"store";"Clothing store";"617-618 2-23, 2/F, Sogo, 555 Hennessy Road, Causeway Bay";22.278063;114.181812;7571
"ADIDAS ORIGINALS (Times Square)";0;"store";"Sportswear store";"Causeway Bay, Matheson St, 時代廣場1號6樓627號舖";22.278063;114.182313;7574
"LOUIS VUITTON Times Square Store";2;"store";"Boutique";"Times Square, 1 Matheson St, Causeway Bay";22.277938;114.181812;7576
"Onitsuka Tiger";11;"store";"Sporting goods store";"G09號舖, 禮頓中心UG層, 禮頓道77號, Causeway Bay";22.277688;114.183187;7577
"Gucci";3;"store";"Clothing store";"Causeway Bay, 恩平道28號";22.278688;114.185437;7579
"Calvin Klein Accessories - CWB Timesquare";2;"store";"Fashion accessories store";"Causeway Bay, Hennessy Rd, 555號617-618 1-23,24 1/F Timesquare";22.278063;114.181812;7582
"NIKE - Kicks Lounge by Toronto Sports";4;"store";"Sportswear store";"Shop 405-407, Level 4, Hysan Place, 10 Kai Chiu Road, Causeway Bay";22.279438;114.183563;7583
"CAMPER Cityplaza";0;"store";"Fashion accessories store";"Dairy Farm Cloud View Road Shopping Centre, 18 Taikoo Shing 143, 33 Cloud View Rd, Island East";22.285687;114.196188;7584
"JUICE Causeway Bay";14;"store";"Store";"9 Cleveland Street, Shop A, Causeway Bay";22.282188;114.185562;7586
"Dolce & Gabbana Junior Store";1;"store";"Costume store";"223, 2 Lee Garden Rd, Causeway Bay";22.278937;114.185188;7588
"LOEWE";4;"store";"Leather goods store";"1 Matheson St, Causeway Bay";22.278313;114.182313;7589
"Aldo";1;"store";"Shoe store";"555 Hennessy Rd, Causeway Bay";22.280437;114.184063;7590
"M.A.C";3;"store";"Cosmetics store";"555 Hennessy Rd, Causeway Bay";22.280563;114.184438;7594
"AMERICAN EAGLE(时代广场店)";13;"store";"Clothing store";"铜锣湾勿地臣街1号 时代广场, B203B";22.278688;114.182813;7596
"Levi's Kids";0;"store";"Children's Clothing Store";"311 Gloucester Rd, Causeway Bay";22.280313;114.186438;7598
"Converse";3;"store";"Shoe store";"shop 513, Hysan Place, 5/F Hennessy Rd, Causeway Bay";22.279813;114.183813;7601
"adidas";0;"store";"Shoe store";"1 Matheson St, Causeway Bay";22.277938;114.181812;7605
"Bare Minerals";0;"store";"Cosmetics store";"555 Hennessy Rd, Causeway Bay";22.280437;114.184563;7606
"Leica Store";6;"store";"Camera store";"Central, 國際金融中心商場, 2/F, 2026舖";22.284937;114.157312;7612
"Playmobil FunStore Hong Kong (Official Store)";4;"store";"Toy store";"Wise-Kids Toys Shop 211, Pacific Place, Admiralty";22.277313;114.164813;7616
"Toys ""R"" US Central";224;"store";"Toy store";"Shop nos. 201 - 210, 2/F, Nexxus Building, 41 Connaught Road, Central, Central";22.284187;114.156562;7618
"Hardware Store";0;"store";"Hardware store";"Sheung Wan";22.285813;114.150062;7627
"Ferrari Repulse Bay Showroom";23;"store";"Car dealer";"60 Repulse Bay Rd, Repulse Bay";22.238687;114.194063;7628
"Marks & Spencer Admiralty MTR Food Store";2;"store";"Gourmet grocery store";"ADM 26-27 MTR Admiralty Station Admiralty, Admiralty";22.279438;114.164437;7631
"Baby store";0;"store";"Children's Clothing Store";"108A, 63 Nathan Rd, Tsim Sha Tsui";22.297188;114.172063;7633
"2nd Street Food Store";1;"store";"Grocery store";"Shop 3, G/F., 58 Second Street, Hong Kong, Sai Wan";22.286063;114.141813;7634
"Marks & Spencer Central MTR Station Food Store";5;"store";"Grocery store";"Shop CEN K6, MTR Central Station, Hong Kong Central, Central";22.284812;114.158313;7636
"San Chan Ng Kam Yau Chat";0;"store";"Hardware store";"Sai Wan, 第二街133";22.286312;114.139688;7640
"Uniqlo - Langham Place";28;"store";"Clothing store";"Mong Kok, Argyle St, 8號L512-15 Langham Place Shopping Mall";22.317562;114.168688;7660
"Uniqlo (Olympian City Store)";28;"store";"Clothing store";"West Kowloon, Hoi Ting Rd, 18號Shop UG 40-45 Olympian City 2";22.317562;114.162813;7663
"TOM FORD";0;"store";"Clothing store";"500 Hennessy Rd, Causeway Bay";22.279813;114.183938;7665
"BoConcept Hong Kong";14;"store";"Furniture store";"Winsome House, 73 Wyndham St, Central";22.281688;114.154812;7668
"Culture Cove";9;"store";"Swimwear store";"f, G, 67 Hollywood Rd, Central";22.283188;114.152688;7672
"Barakat Gallery - 白蘭卡 古董藝術展廊";3;"store";"Antique store";"G/F 168C Hollywood Road, Central, Hong Kong, Sheung Wan";22.284688;114.149437;7692
"App It";0;"store";"Computer store";"13D, 77-91 Queen's Road West, Sheung Wan, Hong Kong, Sheung Wan";22.286563;114.147188;7696
"Popcorn";19;"store";"Clothing store";"50 Pitt St, Yau Ma Tei";22.313937;114.170938;7697
"Living PLAZA by AEON Pacific Plaza";50;"store";"Variety store";"410號 Des Voeux Rd W, Shek Tong Tsui";22.286563;114.135687;7700
"咖啡事多 Coffee Store by Colour Brown";17;"store";"Coffee store";"21 Kwun Chung St, Yau Ma Tei";22.303938;114.168563;7701
"Wai Keung Ginseng and Herbs Store";1;"store";"Drug store";"Sai Wan";22.284812;114.131813;7705
"Shing Fat Coconut Co";8;"store";"Spice store";"18 Spring Garden Ln, Wan Chai";22.284062;114.130063;7708
"Kwong Fat Hardware Store";0;"store";"Hardware store";"Sai Wan";22.283188;114.127812;7711
"Wanko";0;"store";"Women's Clothing Store";"Westwood, the, UG/F, UG09, Sai Wan";22.285562;114.132938;7716
"Goldnutrition Online Shop";3;"store";"E-commerce Service";"Arion Commercial Centre, 2-12 Queen's Road West, 8/F, Office 806, Sheung Wan";22.286312;114.148438;7720
"BOTTEGA VENETA Landmark Store";5;"store";"Leather goods store";"11 Pedder St, Central";22.280938;114.158188;7722
"silversilver pet store 銀銀寵物士多";0;"store";"Pet supply store";"Sai Wan, Des Voeux Rd W, 402號HK 香港島 石塘咀 創業商場 g61號舖";22.285938;114.136688;7727
